city,place_name,hours,priority

Coorg,Raja’s Seat,2
Coorg,Dubare Elephant Camp,3
Coorg,Nagarhole National Park,4
Coorg,Talakaveri,3
Coorg,Brahmagiri Hills,4
Coorg,Madikeri Fort,2
Coorg,Omkareshwara Temple,1
Coorg,Coffee Plantation Tour,3
Coorg,Harangi Dam,2
Coorg,Chiklihole Reservoir,2
Coorg,Iruppu Falls,3

Darjeeling,Tiger Hill,3
Darjeeling,Batasia Loop,2
Darjeeling,Padmaja Naidu Zoo,2
Darjeeling,Himalayan Mountaineering Institute,2
Darjeeling,Japanese Peace Pagoda,2
Darjeeling,Ghum Monastery,2
Darjeeling,Rock Garden Darjeeling,2
Darjeeling,Tea Garden Tour,3
Darjeeling,Happy Valley Tea Estate,2
Darjeeling,Chowrasta Mall Road,2
Darjeeling,Observatory Hill,2
Darjeeling,Local Cafe Exploration,2

Delhi,Red Fort,3
Delhi,India Gate,2
Delhi,Qutub Minar,2
Delhi,Lotus Temple,2
Delhi,Akshardham Temple,3
Delhi,Humayun Tomb,2
Delhi,Chandni Chowk,3
Delhi,Connaught Place,2
Delhi,Jama Masjid Delhi,2
Delhi,Raj Ghat,1
Delhi,Lodhi Garden,2
Delhi,National Museum,2
Delhi,Delhi Zoo,3
Delhi,Garden of Five Senses,2
Delhi,ISKCON Temple Delhi,1
Delhi,Teen Murti Bhavan,2
Delhi,National Rail Museum,2
Delhi,National Gallery of Modern Art,2
Delhi,Select Citywalk Mall,2
Delhi,DLF Promenade Mall,2
Delhi,DLF Emporio Mall,2
Delhi,Hauz Khas Village,2
Delhi,Mehrauli Archaeological Park,3
Delhi,Safdarjung Tomb,2
Delhi,Purana Qila,2
Delhi,Shankar's International Dolls Museum,2
Delhi,Delhi Haat,2
Delhi,Bangla Sahib Gurudwara,2
Delhi,Karol Bagh Market,2
Delhi,Sarojini Nagar Market,2

Dehradun,Robber's Cave,2
Dehradun,Sahastradhara,2
Dehradun,Forest Research Institute,2
Dehradun,Tapkeshwar Temple,1
Dehradun,Mindrolling Monastery,2
Dehradun,Malsi Deer Park,2
Dehradun,Clock Tower,1
Dehradun,Paltan Bazaar,2
Dehradun,Tapovan Ashram,2
Dehradun,Buddha Temple,2
Dehradun,Regional Science Centre,2
Dehradun,Fun Valley Water Park,3
Dehradun,Lachhiwala Nature Park,2
Dehradun,Maldevta,3
Dehradun,Asan Barrage,3
Dehradun,Khalanga War Memorial,1
Dehradun,George Everest House,3
Dehradun,Rajaji National Park,4
Dehradun,Local Food Tour,3
Dehradun,Shopping Street Walk,2
Dehradun,Evening Cafe Exploration,2
Dehradun,Temple Trail Dehradun,3
Dehradun,Heritage Walk Dehradun,3
Dehradun,Local Market Visit,2
Dehradun,Night Walk Dehradun,2
Dehradun,Riverfront Walk,2
Dehradun,Picnic Spot Maldevta,3
Dehradun,Outdoor Adventure Activities,3
Dehradun,City View Point,2
Dehradun,Local Cultural Experience,2

Dharamshala,McLeod Ganj,3
Dharamshala,Bhagsu Waterfall,2
Dharamshala,Namgyal Monastery,2
Dharamshala,Triund Trek,5
Dharamshala,Dal Lake Dharamshala,2
Dharamshala,War Memorial,1
Dharamshala,Kangra Fort,3
Dharamshala,Norbulingka Institute,2
Dharamshala,Gyuto Monastery,2
Dharamshala,St John Church,1
Dharamshala,Tea Garden Dharamshala,2
Dharamshala,Indru Nag Temple,2
Dharamshala,Aghanjar Mahadev Temple,1
Dharamshala,Kareri Lake Trek,5
Dharamshala,Naddi View Point,2
Dharamshala,Sunset Point Dharamshala,2
Dharamshala,Local Market Walk,2
Dharamshala,Street Food Tour,3
Dharamshala,Local Cafe Exploration,2
Dharamshala,Night Walk McLeod Ganj,2
Dharamshala,Mountain View Trek,4
Dharamshala,Adventure Activities,3
Dharamshala,Forest Walk,3
Dharamshala,Heritage Walk Dharamshala,3
Dharamshala,Cultural Experience Dharamshala,2
Dharamshala,Local Shopping Tour,2
Dharamshala,Meditation Retreat,3
Dharamshala,Yoga Session Dharamshala,2
Dharamshala,Photography Walk,2
Dharamshala,Temple Trail Dharamshala,3

Gangtok,Tsomgo Lake,4
Gangtok,Nathula Pass,4
Gangtok,Rumtek Monastery,2
Gangtok,MG Road,2
Gangtok,Banjhakri Falls,2
Gangtok,Hanuman Tok,1
Gangtok,Ganesh Tok,1
Gangtok,Tashi View Point,1
Gangtok,Enchey Monastery,2
Gangtok,Do Drul Chorten,2
Gangtok,Namgyal Institute of Tibetology,2
Gangtok,Himalayan Zoological Park,3
Gangtok,Flower Exhibition Centre,2
Gangtok,Ranka Monastery,2
Gangtok,Seven Sisters Waterfall,3
Gangtok,Phodong Monastery,2
Gangtok,Kabi Lungchok,2
Gangtok,Lachung Village,4
Gangtok,Yumthang Valley,5
Gangtok,Zero Point,5
Gangtok,Local Market Gangtok,2
Gangtok,Street Food Tour,3
Gangtok,Local Cafe Exploration,2
Gangtok,Photography Walk Gangtok,2
Gangtok,Mountain View Trek,4
Gangtok,Adventure Activities,3
Gangtok,Heritage Walk Gangtok,3
Gangtok,Cultural Experience Gangtok,2
Gangtok,Temple Trail Gangtok,3
Gangtok,Night Walk Gangtok,2

Goa,Baga Beach,3
Goa,Calangute Beach,3
Goa,Anjuna Beach,3
Goa,Vagator Beach,3
Goa,Dudhsagar Falls,4
Goa,Basilica of Bom Jesus,2
Goa,Se Cathedral,2
Goa,Fort Aguada,2
Goa,Chapora Fort,2
Goa,Colva Beach,3
Goa,Palolem Beach,3
Goa,Miramar Beach,2
Goa,Reis Magos Fort,2
Goa,Shri Mangeshi Temple,1
Goa,Shanta Durga Temple,1
Goa,Goa State Museum,2
Goa,Naval Aviation Museum,2
Goa,Butterfly Beach,3
Goa,Arambol Beach,3
Goa,Tito's Street,2
Goa,Mapusa Market,2
Goa,Panjim City Walk,2
Goa,Candolim Beach,3
Goa,Sinquerim Beach,3
Goa,Spice Plantation Tour,3
Goa,Dolphin Watching Tour,3
Goa,Water Sports Activities,3
Goa,Sunset Cruise Goa,2
Goa,Local Food Tour Goa,3
Goa,Night Market Goa,2

Gokarna,Om Beach,3
Gokarna,Kudle Beach,3
Gokarna,Half Moon Beach,3
Gokarna,Paradise Beach,3
Gokarna,Mahabaleshwar Temple,2
Gokarna,Gokarna Beach Trek,4
Gokarna,Yana Caves,4
Gokarna,Mirjan Fort,2
Gokarna,Shiva Cave Gokarna,1
Gokarna,Koti Tirtha,2
Gokarna,Sunset Point Gokarna,2
Gokarna,Beach Camping Experience,4
Gokarna,Water Sports Activities,3
Gokarna,Local Cafe Exploration,2
Gokarna,Street Food Walk,2
Gokarna,Temple Trail Gokarna,3
Gokarna,Photography Walk Gokarna,2
Gokarna,Local Market Visit,2
Gokarna,Coastal Cycling Tour,3
Gokarna,Night Beach Walk,2
Gokarna,Kayaking Experience,3
Gokarna,Boat Ride Gokarna,2
Gokarna,Cliff View Trek,3
Gokarna,Nature Walk Gokarna,3
Gokarna,Sunrise Beach Walk,2
Gokarna,Local Cultural Experience,2
Gokarna,Shopping Street Walk,2
Gokarna,Relaxation Beach Time,3
Gokarna,Heritage Walk Gokarna,3
Gokarna,Adventure Activities Gokarna,3

Gulmarg,Gondola Ride,4
Gulmarg,Gulmarg Golf Course,2
Gulmarg,Khilanmarg,3
Gulmarg,Alpather Lake,4
Gulmarg,Skiing Experience,4
Gulmarg,Strawberry Valley,2
Gulmarg,Baba Reshi Shrine,2
Gulmarg,Maharani Temple,1
Gulmarg,St Mary's Church,1
Gulmarg,Outer Circle Walk,3
Gulmarg,Inner Circle Walk,2
Gulmarg,Snowboarding Activity,3
Gulmarg,Snow Trekking,4
Gulmarg,Photography Tour Gulmarg,2
Gulmarg,Local Market Gulmarg,2
Gulmarg,Sunset View Gulmarg,2
Gulmarg,Nature Walk Gulmarg,3
Gulmarg,Adventure Sports Gulmarg,4
Gulmarg,Horse Riding Gulmarg,3
Gulmarg,Picnic Spot Gulmarg,3
Gulmarg,Scenic Cable Ride Views,2
Gulmarg,Mountain View Trek,4
Gulmarg,Snow Play Area,2
Gulmarg,Forest Walk Gulmarg,3
Gulmarg,Local Cultural Experience,2
Gulmarg,Night Stay Experience,3
Gulmarg,Valley View Point,2
Gulmarg,Photography Sunset Point,2
Gulmarg,Heritage Walk Gulmarg,3
Gulmarg,Relaxation Scenic Stay,3

Guwahati,Kamakhya Temple,2
Guwahati,Umananda Island,2
Guwahati,Assam State Museum,2
Guwahati,Pobitora Wildlife Sanctuary,4
Guwahati,Brahmaputra River Cruise,3
Guwahati,Navagraha Temple,1
Guwahati,Basistha Ashram,2
Guwahati,ISKCON Temple Guwahati,2
Guwahati,Accoland Water Park,3
Guwahati,Regional Science Centre,2
Guwahati,Deepor Beel Wildlife Sanctuary,3
Guwahati,Saraighat Bridge View Point,2
Guwahati,Nehru Park Guwahati,2
Guwahati,Fancy Bazaar,2
Guwahati,Paltan Bazaar,2
Guwahati,Local Street Food Tour,3
Guwahati,Local Cafe Exploration,2
Guwahati,Shopping Market Walk,2
Guwahati,Temple Trail Guwahati,3
Guwahati,Heritage Walk Guwahati,3
Guwahati,Photography Walk Guwahati,2
Guwahati,Sunset River View,2
Guwahati,Night Market Guwahati,2
Guwahati,Boat Ride Brahmaputra,3
Guwahati,Nature Walk Guwahati,3
Guwahati,Cultural Experience Guwahati,2
Guwahati,Local Village Visit,3
Guwahati,Bird Watching Experience,3
Guwahati,Adventure Activities Guwahati,3
Guwahati,Relaxation Park Visit,2

Hampi,Virupaksha Temple,2
Hampi,Vittala Temple,3
Hampi,Hampi Bazaar,2
Hampi,Lotus Mahal,2
Hampi,Elephant Stables,2
Hampi,Matanga Hill Sunrise,2
Hampi,Achyutaraya Temple,2
Hampi,Hemakuta Hill,2
Hampi,Queen's Bath,2
Hampi,Underground Shiva Temple,1
Hampi,Hazara Rama Temple,2
Hampi,King's Balance,1
Hampi,Stepped Tank Hampi,2
Hampi,Royal Enclosure,3
Hampi,Sugriva Cave,1
Hampi,Anjaneya Hill,3
Hampi,Coracle Ride Tungabhadra River,2
Hampi,Sunset Point Hampi,2
Hampi,Photography Walk Hampi,2
Hampi,Heritage Walk Hampi,3
Hampi,Local Market Walk,2
Hampi,Street Food Experience,2
Hampi,Local Cafe Exploration,2
Hampi,Cycling Tour Hampi,3
Hampi,Nature Walk Hampi,3
Hampi,Temple Trail Hampi,3
Hampi,Cultural Experience Hampi,2
Hampi,Adventure Activities Hampi,3
Hampi,Night Sky Watching,2
Hampi,Relaxation Riverside Time,3

Hyderabad,Charminar,2
Hyderabad,Golconda Fort,3
Hyderabad,Ramoji Film City,5
Hyderabad,Hussain Sagar Lake,2
Hyderabad,Birla Mandir Hyderabad,1
Hyderabad,Chowmahalla Palace,2
Hyderabad,Salar Jung Museum,3
Hyderabad,Laad Bazaar,2
Hyderabad,Nehru Zoological Park,3
Hyderabad,Shilparamam,2
Hyderabad,Mecca Masjid,2
Hyderabad,Tank Bund,2
Hyderabad,Lumbini Park,2
Hyderabad,Snow World Hyderabad,3
Hyderabad,Inorbit Mall,2
Hyderabad,GVK One Mall,2
Hyderabad,Forum Mall,2
Hyderabad,Local Street Food Tour,3
Hyderabad,Hyderabadi Biryani Experience,2
Hyderabad,Heritage Walk Hyderabad,3
Hyderabad,Photography Walk Hyderabad,2
Hyderabad,Temple Trail Hyderabad,3
Hyderabad,Local Cafe Exploration,2
Hyderabad,Night Market Hyderabad,2
Hyderabad,Shopping Market Walk,2
Hyderabad,Adventure Activities Hyderabad,3
Hyderabad,Nature Walk Hyderabad,3
Hyderabad,Cultural Experience Hyderabad,2
Hyderabad,City View Point Hyderabad,2
Hyderabad,Relaxation Lake Walk,2

Jaipur,Hawa Mahal,1
Jaipur,Amber Fort,3
Jaipur,City Palace,2
Jaipur,Jantar Mantar,2
Jaipur,Nahargarh Fort,3
Jaipur,Jaigarh Fort,2
Jaipur,Albert Hall Museum,2
Jaipur,Jal Mahal,1
Jaipur,Birla Mandir,1
Jaipur,Chokhi Dhani,4
Jaipur,Bapu Bazaar,2
Jaipur,Johari Bazaar,2
Jaipur,Central Park,2
Jaipur,Kanak Vrindavan,2
Jaipur,Galta Ji Temple,2
Jaipur,Sisodia Rani Garden,2
Jaipur,World Trade Park,2
Jaipur,Rambagh Palace,2
Jaipur,Anokhi Museum,2
Jaipur,Jawahar Circle,2
Jaipur,Patrika Gate,1
Jaipur,Smriti Van,2
Jaipur,Amrapali Museum,2
Jaipur,Jaipur Wax Museum,2
Jaipur,Elephant Village,3
Jaipur,Local Food Tour,3
Jaipur,Heritage Walk Jaipur,3
Jaipur,Photography Walk Jaipur,2
Jaipur,Temple Trail Jaipur,3
Jaipur,Night Market Jaipur,2

Jaisalmer,Jaisalmer Fort,3
Jaisalmer,Sam Sand Dunes,4
Jaisalmer,Patwon Ki Haveli,2
Jaisalmer,Gadisar Lake,2
Jaisalmer,Kuldhara Village,2
Jaisalmer,Desert Safari,4
Jaisalmer,Salim Singh Ki Haveli,2
Jaisalmer,Nathmal Ki Haveli,2
Jaisalmer,Bada Bagh,2
Jaisalmer,Vyas Chhatri,2
Jaisalmer,Desert Cultural Show,3
Jaisalmer,Camel Ride Experience,3
Jaisalmer,Quad Biking Desert,3
Jaisalmer,Sunset Point Jaisalmer,2
Jaisalmer,Local Market Jaisalmer,2
Jaisalmer,Street Food Tour,2
Jaisalmer,Heritage Walk Jaisalmer,3
Jaisalmer,Photography Walk Jaisalmer,2
Jaisalmer,Night Desert Camping,4
Jaisalmer,Temple Trail Jaisalmer,3
Jaisalmer,Local Cafe Exploration,2
Jaisalmer,Night Market Jaisalmer,2
Jaisalmer,Shopping Market Walk,2
Jaisalmer,Adventure Activities Desert,3
Jaisalmer,Cultural Experience Jaisalmer,2
Jaisalmer,Relaxation Desert View,3
Jaisalmer,Sunrise Desert Experience,2
Jaisalmer,Local Village Visit,3
Jaisalmer,Handicraft Market Tour,2
Jaisalmer,Fort View Point,2

Jodhpur,Mehrangarh Fort,3
Jodhpur,Umaid Bhawan Palace,2
Jodhpur,Jaswant Thada,2
Jodhpur,Clock Tower Market,2
Jodhpur,Toorji Ka Jhalra,1
Jodhpur,Mandore Gardens,2
Jodhpur,Kaylana Lake,2
Jodhpur,Rao Jodha Desert Park,3
Jodhpur,Ghanta Ghar Market,2
Jodhpur,Balsamand Lake,2
Jodhpur,Machia Biological Park,3
Jodhpur,Osian Temples,4
Jodhpur,Chamunda Mata Temple,1
Jodhpur,Sardar Market,2
Jodhpur,Local Food Tour,3
Jodhpur,Heritage Walk Jodhpur,3
Jodhpur,Photography Walk Jodhpur,2
Jodhpur,Temple Trail Jodhpur,3
Jodhpur,Local Cafe Exploration,2
Jodhpur,Night Market Jodhpur,2
Jodhpur,Shopping Market Walk,2
Jodhpur,Adventure Activities Jodhpur,3
Jodhpur,Cultural Experience Jodhpur,2
Jodhpur,City View Point Jodhpur,2
Jodhpur,Sunset Point Jodhpur,2
Jodhpur,Blue City Walk,3
Jodhpur,Street Food Tour,3
Jodhpur,Handicraft Market Tour,2
Jodhpur,Local Village Visit,3
Jodhpur,Relaxation Lake View,2

Kanyakumari,Vivekananda Rock Memorial,2
Kanyakumari,Thiruvalluvar Statue,1
Kanyakumari,Sunset Point,2
Kanyakumari,Sunrise View Point,2
Kanyakumari,Kanyakumari Beach,2
Kanyakumari,Light and Sound Show,2
Kanyakumari,Gandhi Memorial,2
Kanyakumari,Our Lady of Ransom Church,2
Kanyakumari,Vattakottai Fort,2
Kanyakumari,Padmanabhapuram Palace,3
Kanyakumari,Thirparappu Falls,3
Kanyakumari,Suchindram Temple,2
Kanyakumari,Mathur Aqueduct,2
Kanyakumari,Baywatch Park,2
Kanyakumari,Wax Museum Kanyakumari,2
Kanyakumari,Local Market Kanyakumari,2
Kanyakumari,Street Food Tour,2
Kanyakumari,Photography Walk,2
Kanyakumari,Temple Trail Kanyakumari,3
Kanyakumari,Heritage Walk Kanyakumari,3
Kanyakumari,Local Cafe Exploration,2
Kanyakumari,Shopping Market Walk,2
Kanyakumari,Adventure Activities Kanyakumari,3
Kanyakumari,Cultural Experience Kanyakumari,2
Kanyakumari,Nature Walk Kanyakumari,3
Kanyakumari,Coastal View Walk,2
Kanyakumari,Relaxation Beach Time,3
Kanyakumari,Boat Ride Experience,2
Kanyakumari,Night Walk Kanyakumari,2
Kanyakumari,Sunset Photography Point,2

Kasauli,Monkey Point,2
Kasauli,Gilbert Trail,2
Kasauli,Sunset Point Kasauli,2
Kasauli,Christ Church Kasauli,1
Kasauli,Manki Point,2
Kasauli,Sunrise Point Kasauli,2
Kasauli,Kasauli Brewery,2
Kasauli,Gurkha Fort,2
Kasauli,Timber Trail,3
Kasauli,Local Market Kasauli,2
Kasauli,Heritage Walk Kasauli,3
Kasauli,Nature Walk Kasauli,3
Kasauli,Photography Walk Kasauli,2
Kasauli,Temple Trail Kasauli,3
Kasauli,Local Cafe Exploration,2
Kasauli,Shopping Market Walk,2
Kasauli,Adventure Activities Kasauli,3
Kasauli,Cultural Experience Kasauli,2
Kasauli,Night Walk Kasauli,2
Kasauli,Forest Exploration,3
Kasauli,Picnic Spot Kasauli,3
Kasauli,Relaxation Hill View,3
Kasauli,Sunset Photography Point,2
Kasauli,Local Food Tour,3
Kasauli,Scenic View Point,2
Kasauli,Short Trek Kasauli,3
Kasauli,Bird Watching,3
Kasauli,Outdoor Adventure,3
Kasauli,Peaceful Retreat Time,3
Kasauli,Mountain View Walk,2

Kochi,Fort Kochi,3
Kochi,Chinese Fishing Nets,2
Kochi,Mattancherry Palace,2
Kochi,Jew Town,2
Kochi,Marine Drive Kochi,2
Kochi,Lulu Mall Kochi,2
Kochi,St Francis Church,1
Kochi,Santa Cruz Basilica,2
Kochi,Hill Palace Museum,3
Kochi,Kerala Folklore Museum,2
Kochi,Bolgatty Palace,2
Kochi,Vypeen Island,3
Kochi,Backwater Boat Ride,4
Kochi,Local Market Kochi,2
Kochi,Street Food Tour Kochi,3
Kochi,Heritage Walk Kochi,3
Kochi,Photography Walk Kochi,2
Kochi,Temple Trail Kochi,3
Kochi,Local Cafe Exploration,2
Kochi,Night Walk Kochi,2
Kochi,Shopping Market Walk,2
Kochi,Cultural Experience Kochi,2
Kochi,Adventure Activities Kochi,3
Kochi,Sunset View Kochi,2
Kochi,Relaxation Beach Time,3
Kochi,Island Exploration,3
Kochi,Art Gallery Visit,2
Kochi,Handicraft Market Tour,2
Kochi,Boat Cruise Kochi,3
Kochi,Nature Walk Kochi,3

Kolkata,Victoria Memorial,3
Kolkata,Howrah Bridge,2
Kolkata,Dakshineswar Temple,2
Kolkata,Kalighat Temple,2
Kolkata,Indian Museum,3
Kolkata,Park Street,2
Kolkata,Eco Park,3
Kolkata,Science City Kolkata,3
Kolkata,Belur Math,2
Kolkata,Marble Palace,2
Kolkata,St Paul Cathedral,2
Kolkata,New Market,2
Kolkata,College Street,2
Kolkata,South City Mall,2
Kolkata,Prinsep Ghat,2
Kolkata,Local Food Tour,3
Kolkata,Heritage Walk Kolkata,3
Kolkata,Photography Walk Kolkata,2
Kolkata,Temple Trail Kolkata,3
Kolkata,Local Cafe Exploration,2
Kolkata,Night Walk Kolkata,2
Kolkata,Shopping Market Walk,2
Kolkata,Cultural Experience Kolkata,2
Kolkata,Adventure Activities Kolkata,3
Kolkata,Sunset River View,2
Kolkata,Street Food Tour,3
Kolkata,Art Gallery Visit,2
Kolkata,Handicraft Market Tour,2
Kolkata,Boat Ride Hooghly River,3
Kolkata,Nature Walk Kolkata,3

Leh,Pangong Lake,5
Leh,Nubra Valley,5
Leh,Khardung La Pass,4
Leh,Magnetic Hill,2
Leh,Shanti Stupa,2
Leh,Leh Palace,2
Leh,Hemis Monastery,3
Leh,Thiksey Monastery,3
Leh,Diskit Monastery,3
Leh,Zanskar Valley,5
Leh,Tso Moriri Lake,5
Leh,Hall of Fame Museum,2
Leh,Spituk Monastery,2
Leh,Shey Palace,2
Leh,Local Market Leh,2
